ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,purchase,pickup_delivery
Z661e-IOrGuCcvLLe1lS1w,Laguna Cafe,4.5,388,$$,"['delivery', 'pickup']",False,"Hookah Bars, Cafes, Middle Eastern","hookah_bars, cafes, mideastern",37.769150862139895,-122.45225901565901,US,CA,San Francisco,94117.0,"['pickup', 'delivery']",pickup and delivery
wAwwPDRiO2qYsk7VgcNi_Q,That's My Jam,5.0,18,,,False,Cafes,cafes,37.77264,-122.43699,US,CA,San Francisco,94117.0,,
POtUF4u3LiUySk3g0a1V1A,Richmond Burritos,5.0,10,,,False,Mexican,mexican,37.78313,-122.46623000000001,US,CA,San Francisco,94118.0,,
-c4PVZ6ceySFd4DiVAuoBQ,Little Original Joe's,4.0,37,,,False,"Pizza, Italian, Beer, Wine & Spirits","pizza, italian, beer_and_wine",37.736583,-122.470316,US,CA,San Francisco,94127.0,,
BI40rGhpngLNPacrjWpseQ,Dumpling Kitchen,4.0,1629,$$,"['delivery', 'pickup']",False,Chinese,chinese,37.7423,-122.48701000000001,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
QnJblnCp-mVsm5HVxcC0ig,The Mango Tree,4.5,13,,"['delivery', 'restaurant_reservation', 'pickup']",False,"Bars, Korean","bars, korean",37.74211,-122.49121000000001,US,CA,San Francisco,94116.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
xYLz336Fq_VsLq6qgJ654Q,Stix,4.5,174,$,['delivery'],False,"Bubble Tea, Korean, Hot Dogs","bubbletea, korean, hotdog",37.742616,-122.4809192,US,CA,San Francisco,94116.0,['delivery'],only delivery
z9CN58fSrA46ggyb6OnCnQ,Thanh Long,4.0,2745,$$$,"['delivery', 'restaurant_reservation']",False,"Seafood, Vietnamese","seafood, vietnamese",37.76017,-122.50608999999999,US,CA,San Francisco,94122.0,"['restaurant_reservation', 'delivery']",only delivery
M0JTO3oyu6gxh1mfFjU-dA,San Tung,4.0,7054,$$,['delivery'],False,"Chinese, Chicken Wings, Noodles","chinese, chicken_wings, noodles",37.763692999999996,-122.469008,US,CA,San Francisco,94122.0,['delivery'],only delivery
gk6DkRAjbVIIRq90zA6t3Q,Boavida,5.0,50,$$,['delivery'],False,"Cafes, Portuguese, Beer, Wine & Spirits","cafes, portuguese, beer_and_wine",37.741937899999996,-122.50443310072559,US,CA,San Francisco,94116.0,['delivery'],only delivery
xIrCKSeHRJvNdxKkkluc3A,Dumpling Specialist,4.5,146,,['delivery'],False,"Shanghainese, Taiwanese","shanghainese, taiwanese",37.742779999999996,-122.47815,US,CA,San Francisco,94116.0,['delivery'],only delivery
h1wDLfgEWihWTBJ3z33NLg,Damn Fine,5.0,4,,,False,"Pizza, Salad","pizza, salad",37.760979999999996,-122.4988,US,CA,San Francisco,94122.0,,
3yPTDS6aWaMi4tNHZcf5rw,Grubbin',4.5,507,$,"['pickup', 'delivery']",False,Sandwiches,sandwiches,37.7429221,-122.4812913,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
Y3nxgEoxwFJ5miacMzYNXg,Hook Fish,4.5,594,$$,['delivery'],False,"Seafood, Tacos","seafood, tacos",37.7623772,-122.50656969999999,US,CA,San Francisco,94122.0,['delivery'],only delivery
OWvTwaKT3C4Do5BhTtbWSQ,Krispy Krunchy Chicken,4.5,37,,"['pickup', 'delivery']",False,"Seafood, Chicken Wings, Cajun/Creole","seafood, chicken_wings, cajun",37.763666,-122.480958,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
N7pLMJZyx2i_35vskjk85Q,Underground Grill King,4.0,81,$,['delivery'],False,"Karaoke, Sports Bars, Taiwanese","karaoke, sportsbars, taiwanese",37.7534250865583,-122.490818600292,US,CA,San Francisco,94122.0,['delivery'],only delivery
VjXSJdgy7wnlbMqwRWEgqQ,Golden Crab House,4.5,252,$$$,"['delivery', 'restaurant_reservation', 'pickup']",False,"Seafood, Vietnamese, Asian Fusion","seafood, vietnamese, asianfusion",37.76368,-122.47776999999999,US,CA,San Francisco,94122.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
Dy4FqsShb-I6uSiLEOibBw,Shin Toe Bul Yi,4.0,633,$$,['delivery'],False,Korean,korean,37.7423844,-122.48765690000002,US,CA,San Francisco,94116.0,['delivery'],only delivery
y5gAYVjPqzJCkG1A_tX7Dg,T Kee Restaurant,4.5,14,,"['pickup', 'delivery']",False,Chinese,chinese,37.753828999999996,-122.490599,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
XhbkZ-5nUJ3bRy7uKPx7iQ,Mr Szechuan,4.5,287,$$,"['delivery', 'restaurant_reservation', 'pickup']",False,"Chinese, Bubble Tea, Shaved Ice","chinese, bubbletea, shavedice",37.74331,-122.47543999999999,US,CA,San Francisco,94116.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
AQjSsLrOheQ1snPWtYwv3w,Toyose,3.5,1547,$$,"['delivery', 'pickup']",False,Korean,korean,37.753199,-122.504706,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
-ih1LY3Mn1-uc1yPjYpmMA,Thai Nghiep Ky Mi Gia,4.5,433,$,['delivery'],False,"Vietnamese, Chinese, Noodles","vietnamese, chinese, noodles",37.753965,-122.47913899999999,US,CA,San Francisco,94122.0,['delivery'],only delivery
Bfc3RwM7UAEohk9e19Q1xw,Pho Huynh Hiep 2 - Kevin's Noodle House,4.0,1692,$,['delivery'],False,"Vietnamese, Noodles","vietnamese, noodles",37.763338,-122.477795,US,CA,San Francisco,94122.0,['delivery'],only delivery
NsvzBa88kK7ZFsKnqc_-QA,b&b - Banh Mi & Boba,4.0,249,$,['delivery'],False,"Bubble Tea, Sandwiches","bubbletea, sandwiches",37.76378,-122.47568999999999,US,CA,San Francisco,94122.0,['delivery'],only delivery
qgYKg19InZ_2FK6II9-OKw,Asian American Food Company,4.5,194,$,,False,"Grocery, Chinese, Food Delivery Services","grocery, chinese, fooddeliveryservices",37.7426348,-122.4880172,US,CA,San Francisco,94116.0,,
tr15WgMHIC_W2gqBpuk3-A,Manna,4.0,1104,$$,['delivery'],False,Korean,korean,37.76384,-122.46708000000001,US,CA,San Francisco,94122.0,['delivery'],only delivery
l7FgB0X6a-eM0U_M9pvMUA,Noriega Cafe,4.0,9,,"['pickup', 'delivery']",False,"Chinese, Seafood, Noodles","chinese, seafood, noodles",37.754059999999996,-122.47728000000001,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
1Bk_0NSVkKxR6MuEi4rzbQ,Happy Family Gourmet,4.5,9,,,False,Chinese,chinese,37.74322,-122.4774,US,CA,San Francisco,94116.0,,
987YYc6rWiCQkfPbPt_1PA,Strada Pizza,4.5,62,,"['pickup', 'delivery']",False,Pizza,pizza,37.742794,-122.47826,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
tQBPUcdlsyzVa2NCtZAcJw,Odumak,4.0,136,$$,"['pickup', 'delivery']",False,"Chicken Wings, Korean","chicken_wings, korean",37.74287,-122.47416000000001,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
sAh7HSFXR9qnuH3kT3koeQ,Cheung Hing,4.0,683,$,['delivery'],False,"Chinese, Barbeque","chinese, bbq",37.75343,-122.48892,US,CA,San Francisco,94122.0,['delivery'],only delivery
HL4vi-tSyYvGIex_CsOcNQ,Mongkok Dim Sum,3.0,173,$,['delivery'],False,Dim Sum,dimsum,37.7539,-122.48998,US,CA,San Francisco,94122.0,['delivery'],only delivery
N_HLCmWNcPlUFZyKYT9Z1Q,King of Noodles Noriega,4.0,19,$$,,False,Noodles,noodles,37.75332,-122.49103999999998,US,CA,San Francisco,94122.0,,
pYk2UZ_AUGWO4s8YFepRHQ,Marnee Thai,4.0,1823,$$,"['pickup', 'delivery']",False,Thai,thai,37.76311,-122.4818,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
1mdyJN3GkeJNEn51EnzYbQ,Terra Cotta Warrior,4.0,571,$$,['delivery'],False,Chinese,chinese,37.76102,-122.489581,US,CA,San Francisco,94122.0,['delivery'],only delivery
15WWZVhyETkK-eVRuto1nQ,Guilin Rice Noodles House,3.5,55,$$,"['delivery', 'pickup']",False,Noodles,noodles,37.7429,-122.47586000000001,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
sp4Axlo-ddvYpl8xUeUsVw,Lime Tree Southeast Asian Kitchen,4.0,1514,$$,['delivery'],False,"Singaporean, Malaysian, Indonesian","singaporean, malaysian, indonesian",37.764337,-122.462736,US,CA,San Francisco,94122.0,['delivery'],only delivery
NWu1cDtYArkjWw2F8PzU9Q,Spiazzo Ristorante,4.0,689,$$,"['pickup', 'restaurant_reservation']",False,"Italian, Seafood, Gluten-Free","italian, seafood, gluten_free",37.74035,-122.46588,US,CA,San Francisco,94127.0,"['restaurant_reservation', 'pickup']",only pickup
OeTD5HlXMjrmztfu02niQQ,Bursa,4.0,814,$$,"['pickup', 'delivery']",False,"Middle Eastern, Turkish, Mediterranean","mideastern, turkish, mediterranean",37.740359999999995,-122.46673999999999,US,CA,San Francisco,94127.0,"['pickup', 'delivery']",pickup and delivery
RmR0qyR0tCnGTFwmd5x0pg,Sunset Cantina,4.5,116,$$,['delivery'],False,"Cocktail Bars, Mexican","cocktailbars, mexican",37.760974,-122.498815,US,CA,San Francisco,94122.0,['delivery'],only delivery
r19XhpINtQxhMwB0eKnmjA,Kingdom Of Dumpling,3.5,2138,$,"['pickup', 'delivery']",False,Dim Sum,dimsum,37.742460030350706,-122.48463414418,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
eCRpZzBx5NNHVncFzRwcmg,Franco's Latin Table,4.5,100,$$,"['pickup', 'delivery']",False,"Latin American, Peruvian","latin, peruvian",37.7406245,-122.4663397,US,CA,San Francisco,94127.0,"['pickup', 'delivery']",pickup and delivery
Ncdi3ruiudpD06_a6s3xqg,Kogi Gogi BBQ,4.0,482,$$,"['delivery', 'pickup']",False,"Barbeque, Korean, Beer Bar","bbq, korean, beerbar",37.763107,-122.466074,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
zMwWycmHTEXGiZP1X_ILAA,Mr Dragon,4.5,58,,"['pickup', 'delivery']",False,"Chinese, Seafood","chinese, seafood",37.76068,-122.50408,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
m5c-bIR-Y6h5ylUIbRDP7Q,Zhong Shan Hakka Restaurant,4.0,28,$$,['delivery'],False,Chinese,chinese,37.74216,-122.49031000000001,US,CA,San Francisco,94116.0,['delivery'],only delivery
K24TuqugeeJVkaFkS166BA,Yuanbao Jiaozi,4.0,349,$,['delivery'],False,"Chinese, Noodles","chinese, noodles",37.76356,-122.48066999999999,US,CA,San Francisco,94122.0,['delivery'],only delivery
baKnRYuk8iGq8IpN3ccTgw,Roti Indian Bistro,4.0,775,$$,['delivery'],False,Indian,indpak,37.7401922,-122.4662449,US,CA,San Francisco,94127.0,['delivery'],only delivery
Ajk2gkJzMzl5rjkhSVTsPw,After Hours,4.5,144,$$,"['pickup', 'delivery']",False,"Sports Bars, Chicken Wings, Burgers","sportsbars, chicken_wings, burgers",37.74227,-122.49901000000001,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
RqgWlpeFjR-ky6smod6jnA,Teazo,3.5,100,$,"['pickup', 'delivery']",False,"Bubble Tea, Juice Bars & Smoothies, Pancakes","bubbletea, juicebars, pancakes",37.743109999999994,-122.47766000000001,US,CA,San Francisco,94116.0,"['pickup', 'delivery']",pickup and delivery
oNwdNsdpUkXRQ5HaHZ_pVA,A Desi Cafe,4.5,291,$$,"['pickup', 'delivery']",False,Indian,indpak,37.75387,-122.47985,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
pKP6ikrLyM5Gtua13kVoUw,Izakaya Sozai,4.0,2073,$$,['delivery'],False,"Ramen, Izakaya, Noodles","ramen, izakaya, noodles",37.763878999999996,-122.47413,US,CA,San Francisco,94122.0,['delivery'],only delivery
6bHDla2n0mBXkeNmsM8_dw,Sushi Zen,4.0,674,$$,['delivery'],False,"Sushi Bars, Japanese","sushi, japanese",37.7428649,-122.47745,US,CA,San Francisco,94116.0,['delivery'],only delivery
hOfTPiT13W-OVZ29lWxmUQ,Qing Shu Malatang,4.0,77,$$,"['pickup', 'delivery']",False,"Noodles, Chinese, Soup","noodles, chinese, soup",37.76427,-122.46668999999999,US,CA,San Francisco,94122.0,"['pickup', 'delivery']",pickup and delivery
eYXwVR4mMAjzkJnm5wneHQ,Burma Superstar,4.0,6846,$$,"['delivery', 'pickup']",False,Burmese,burmese,37.782787322998,-122.462539672852,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
L1JU0hDv1k2Od3s9Glp-IQ,Dumpling Baby China Bistro,4.5,76,,,False,"Chinese, Asian Fusion","chinese, asianfusion",37.781031,-122.45988600000001,US,CA,San Francisco,94118.0,,
As3wfdwjo9nyFywX7Ov3Mg,Konomama,4.5,66,$$,['delivery'],False,Japanese Curry,japacurry,37.78075008545029,-122.468708712617,US,CA,San Francisco,94118.0,['delivery'],only delivery
0tiSST3GCwTa7eqY6yTlHQ,Tastebuds,4.0,134,$$,"['delivery', 'restaurant_reservation']",False,"Cafes, Soul Food, Breakfast & Brunch","cafes, soulfood, breakfast_brunch",37.777158013240005,-122.46266875416,US,CA,San Francisco,94118.0,"['restaurant_reservation', 'delivery']",only delivery
5pG5Rqy7sDx3rmV0CggrPw,SF Honey Pig Korean BBQ,4.5,87,$$,"['pickup', 'delivery']",False,"Korean, Barbeque","korean, bbq",37.780705,-122.46463899999999,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
o8mLw7SrcTPis4NcvLzsOw,Good Luck Dim Sum,4.0,1679,$,['delivery'],False,Dim Sum,dimsum,37.7830772399902,-122.46720123291,US,CA,San Francisco,94118.0,['delivery'],only delivery
jGkT_zvznKwDB5UTPBNAvA,Foghorn Taproom,4.5,93,$$,"['pickup', 'delivery']",False,"Chicken Wings, Beer Bar","chicken_wings, beerbar",37.77745,-122.46373999999999,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
lXMdrPSUmA9HfoHosOvzbQ,Mamahuhu,4.0,115,,"['pickup', 'delivery']",False,Chinese,chinese,37.78267,-122.46493000000001,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
cNV-WwpnXkPi881Nl-fbKQ,Burmese Kitchen,4.0,312,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,Burmese,burmese,37.780879999999996,-122.46033,US,CA,San Francisco,94118.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
cCVR9W_L2rqexfKAjfBTzQ,Routier,5.0,15,,,False,French,french,37.787890000000004,-122.440595,US,CA,San Francisco,94115.0,,
L5vSeC_sa3TUQW_lticqyA,Chapeau,4.5,2719,$$$,"['pickup', 'delivery']",False,French,french,37.78327,-122.46066,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
nxOoWUOeWiefrRSgIXzwjQ,Dreamers' Kitchen,4.5,41,,"['delivery', 'restaurant_reservation', 'pickup']",False,"Burgers, American (New)","burgers, newamerican",37.782876,-122.470202,US,CA,San Francisco,94118.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
M0JTO3oyu6gxh1mfFjU-dA,San Tung,4.0,7054,$$,['delivery'],False,"Chinese, Chicken Wings, Noodles","chinese, chicken_wings, noodles",37.763692999999996,-122.469008,US,CA,San Francisco,94122.0,['delivery'],only delivery
msT3LrLB4fhN04HYHuFsew,Bella Trattoria,4.5,1450,$$,"['pickup', 'delivery']",False,Italian,italian,37.78136,-122.46092107729817,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
z4g4bZPR-Z8bFlwv9APl2w,Presidio Kebab,5.0,103,$$,"['pickup', 'delivery']",False,Kebab,kebab,37.788072799999995,-122.44680729999999,US,CA,San Francisco,94115.0,"['pickup', 'delivery']",pickup and delivery
POtUF4u3LiUySk3g0a1V1A,Richmond Burritos,5.0,10,,,False,Mexican,mexican,37.78313,-122.46623000000001,US,CA,San Francisco,94118.0,,
Wcd6K6APT-yWVCSi4oq-kg,Kitchen Istanbul,4.5,480,$$$,"['pickup', 'delivery']",False,"Greek, Turkish, Mediterranean","greek, turkish, mediterranean",37.782849,-122.46321,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
kOYj2sGMZnyC1lU-_Uw5fA,Cha Cha Cha,4.0,3218,$$,['delivery'],False,"Caribbean, Cuban, Tapas Bars","caribbean, cuban, tapas",37.769143400000004,-122.4520399,US,CA,San Francisco,94117.0,['delivery'],only delivery
LsGkxQK217twdzZzVXsSRg,CreoLa,4.5,56,,"['delivery', 'restaurant_reservation']",False,"Bars, Seafood, Cajun/Creole","bars, seafood, cajun",37.7662642,-122.4527631,US,CA,San Francisco,94117.0,"['restaurant_reservation', 'delivery']",only delivery
yRaO2Nt4muHR8CqDyR4vJA,Geary Kebab House,4.5,48,,"['pickup', 'delivery']",False,"Kebab, Turkish, Wraps","kebab, turkish, wraps",37.780904,-122.46026599999999,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
wdqRLypbCo7KCyhLNB8mIQ,Souvla,4.0,465,$$,['delivery'],False,"Mediterranean, Greek","mediterranean, greek",37.7744799,-122.43802,US,CA,San Francisco,94117.0,['delivery'],only delivery
1KbZaqEdZkn6LHlA55M64g,The Richmond,4.5,697,$$$,['delivery'],False,American (New),newamerican,37.77702,-122.46534,US,CA,San Francisco,94118.0,['delivery'],only delivery
8oAsGZNNLvIW3CvLcFUPMw,Muguboka Restaurant,4.0,773,$$,['delivery'],False,"Korean, Salad, Seafood","korean, salad, seafood",37.77713,-122.46316999999999,US,CA,San Francisco,94118.0,['delivery'],only delivery
u1SfgyXufKvyFLbYZGGI_g,Che Fico Alimentari,4.5,78,$$$,,False,Italian,italian,37.777467,-122.43793600000001,US,CA,San Francisco,94117.0,,
KhG-jWIr7-TJj3isz3ZIFQ,My Tofu House,4.0,1662,$$,['delivery'],False,Korean,korean,37.7806563,-122.46912859999999,US,CA,San Francisco,94118.0,['delivery'],only delivery
d5752S_RDb26HxoL6O06eQ,Beit Rima,4.5,68,$$,,False,"Arabian, Mediterranean, Lebanese","arabian, mediterranean, lebanese",37.765956,-122.449679,US,CA,San Francisco,94117.0,,
ycdyarBCGW4k82CfXZO1Dg,Rooster & Rice,4.5,26,$$,"['pickup', 'delivery']",False,"Thai, Chicken Shop","thai, chickenshop",37.78123,-122.45642,US,CA,San Francisco,94118.0,"['pickup', 'delivery']",pickup and delivery
eBxkmr-hJ2KgpZQzEO3ArQ,Han Il Kwan,4.0,1642,$$,['delivery'],False,"Korean, Barbeque","korean, bbq",37.776719,-122.478278,US,CA,San Francisco,94121.0,['delivery'],only delivery
